"Parcel","HouseNum","Ext","Rear","Unit","Dir","Street","Des","Loc","I Desig Date1","I Desig Date2","D Desig Date","District","Int Desig Date"
"888152432","2229",,,"P3",,"Green","St","2229 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888152433","2229",,,"P4",,"Green","St","2229 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888152434","2229",,,"P5",,"Green","St","2229 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888152362","2231",,,"2",,"Green","St","2231 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888152363","2231",,,"3",,"Green","St","2231 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888152364","2231",,,"4",,"Green","St","2231 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888152365","2231",,,"5",,"Green","St","2231 Green St",12/6/1979 0:00:00,,10/11/2000 0:00:00,"SG",
"888153832","2232",,,"1F",,"Green","St","2232 Green St",12/5/1974 0:00:00,,10/11/2000 0:00:00,"SG",
"888153834","2232",,,"1R",,"Green","St","2232 Green St",12/5/1974 0:00:00,,10/11/2000 0:00:00,"SG",
"888153836","2232",,,"2F",,"Green","St","2232 Green St",12/5/1974 0:00:00,,10/11/2000 0:00:00,"SG",
"888153838","2232",,,"2R",,"Green","St","2232 Green St",12/5/1974 0:00:00,,10/11/2000 0:00:00,"SG",
"888089456","1725",,,"1",,"Delancey","Pl","1725 Delancey Pl",,,2/8/1995 0:00:00,"RF",
"888036770","2018",,,"PH",,"Delancey","Pl","2018 Delancey Pl",1/6/1972 0:00:00,,2/8/1995 0:00:00,"RF",
"888092868","219","29",,"1217","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092870","219","29",,"1218","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092872","219","29",,"1219","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092874","219","29",,"1220","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092876","219","29",,"1221","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092878","219","29",,"1222","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092880","219","29",,"1223","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092882","219","29",,"1224","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092922","219","29",,"1424","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092924","219","29",,"1501","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092926","219","29",,"1502","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092928","219","29",,"1503","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092930","219","29",,"1504","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092932","219","29",,"1505","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092934","219","29",,"1506","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092936","219","29",,"1508","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092938","219","29",,"1510","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092940","219","29",,"1512","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888060192","7",,,"145","N","Chris Columbus","Blv","7 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888060196","7",,,"147","N","Chris Columbus","Blv","7 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888092942","219","29",,"1514","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092944","219","29",,"1515","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092946","219","29",,"1516","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092948","219","29",,"1517","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092950","219","29",,"1518","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092952","219","29",,"1519","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092954","219","29",,"1520","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092956","219","29",,"1521","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092958","219","29",,"1522","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092960","219","29",,"1523","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092962","219","29",,"1524","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092964","219","29",,"1601","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092966","219","29",,"1602","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092968","219","29",,"1603","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092970","219","29",,"1604","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888092972","219","29",,"1605","S","18th","St","219-29 S 18th St",,,2/8/1995 0:00:00,"RF",
"888036748","2018",,,"1A1B",,"Delancey","Pl","2018 Delancey Pl",1/6/1972 0:00:00,,2/8/1995 0:00:00,"RF",
"888108653","2217","19",,"2",,"Delancey","Pl","2217-19 Delancey Pl",9/12/1974 0:00:00,,2/8/1995 0:00:00,"RF",
"888108655","2217","19",,"3",,"Delancey","Pl","2217-19 Delancey Pl",9/12/1974 0:00:00,,2/8/1995 0:00:00,"RF",
"888108657","2217","19",,"4",,"Delancey","Pl","2217-19 Delancey Pl",9/12/1974 0:00:00,,2/8/1995 0:00:00,"RF",
"888108659","2217","19",,"5",,"Delancey","Pl","2217-19 Delancey Pl",9/12/1974 0:00:00,,2/8/1995 0:00:00,"RF",
"888108661","2217","19",,"6",,"Delancey","Pl","2217-19 Delancey Pl",9/12/1974 0:00:00,,2/8/1995 0:00:00,"RF",
"321038520","1626",,,"B",,"Diamond","St","1626 Diamond St",,,1/29/1986 0:00:00,"DS",
"321038525","1626",,,"C",,"Diamond","St","1626 Diamond St",,,1/29/1986 0:00:00,"DS",
"888112502","2101","17",,"B",,"Chestnut","St","2101-17 Chestnut St",,,2/8/1995 0:00:00,"RF",
"888112504","2101","17",,"C",,"Chestnut","St","2101-17 Chestnut St",,,2/8/1995 0:00:00,"RF",
"888112506","2101","17",,"D",,"Chestnut","St","2101-17 Chestnut St",,,2/8/1995 0:00:00,"RF",
"888112508","2101","17",,"E",,"Chestnut","St","2101-17 Chestnut St",,,2/8/1995 0:00:00,"RF",
"888112510","2101","17",,"F",,"Chestnut","St","2101-17 Chestnut St",,,2/8/1995 0:00:00,"RF",
"888112512","2101","17",,"G",,"Chestnut","St","2101-17 Chestnut St",,,2/8/1995 0:00:00,"RF",
"056239410","317",,,"0000000","N","Randolph","St","317 N Randolph St",,,12/12/2003 0:00:00,"OC",
"771212010","267",,,"0000000","S","05th","St","267 S 05th St",,,3/10/1999 0:00:00,"SH",
"051154110","505",,,"0000000",,"Cypress","St","505 Cypress St",,,3/10/1999 0:00:00,"SH",
"051154115","507",,,"0000000",,"Cypress","St","507 Cypress St",,,3/10/1999 0:00:00,"SH",
"051173115","502",,"2","0000000",,"Delancey","St","502 1/2 Delancey St",,,3/10/1999 0:00:00,"SH",
"888055072","525",,"2","10",,"Spruce","St","525 1/2 Spruce St",,,3/10/1999 0:00:00,"SH",
"051105660","321",,"R","0000000","S","06th","St","321R S 06th St",6/24/1970 0:00:00,,3/10/1999 0:00:00,"SH",
"051105655","321",,"R","A","S","06th","St","321R S 06th St",6/24/1970 0:00:00,,3/10/1999 0:00:00,"SH",
"053102510","318",,,"0000000","S","07th","St","318 S 07th St",,,3/10/1999 0:00:00,"SH",
"888049158","715",,,"3",,"Pine","St","715 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888049160","715",,,"4",,"Pine","St","715 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888049162","715",,,"5",,"Pine","St","715 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888035596","736","38",,"B",,"Pine","St","736-38 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888035598","736","38",,"C",,"Pine","St","736-38 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888035600","736","38",,"D",,"Pine","St","736-38 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888035602","736","38",,"E",,"Pine","St","736-38 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888035604","736","38",,"F",,"Pine","St","736-38 Pine St",4/30/1957 0:00:00,,3/10/1999 0:00:00,"SH",
"888083370","2018","32",,"5H",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083371","2018","32",,"5J",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083372","2018","32",,"5K",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083373","2018","32",,"5L",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083374","2018","32",,"5M",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083375","2018","32",,"6A",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083376","2018","32",,"6B",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083377","2018","32",,"6C",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083378","2018","32",,"6D",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083379","2018","32",,"6E",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083380","2018","32",,"6F",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888083381","2018","32",,"6G",,"Walnut","St","2018-32 Walnut St",,,2/8/1995 0:00:00,"RF",
"888110478","1001","13",,"202W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110480","1001","13",,"203W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110482","1001","13",,"204W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110484","1001","13",,"205W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110486","1001","13",,"206W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110488","1001","13",,"207W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110408","1001","13",,"301E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110490","1001","13",,"301W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110410","1001","13",,"302E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110492","1001","13",,"302W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110412","1001","13",,"303E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110494","1001","13",,"303W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110414","1001","13",,"304E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110496","1001","13",,"304W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110416","1001","13",,"305E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110498","1001","13",,"305W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110418","1001","13",,"306E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110500","1001","13",,"306W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110420","1001","13",,"307E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110422","1001","13",,"401E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110502","1001","13",,"401W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110424","1001","13",,"402E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110504","1001","13",,"402W",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888110426","1001","13",,"403E",,"Chestnut","St","1001-13 Chestnut St",10/5/1972 0:00:00,,,,
"888061520","3",,,"TD406","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061524","3",,,"TD407","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116392","1600","18",,"1512",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888050188","12","16",,"203",,"Letitia","St","12-16 Letitia St",10/7/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"888061528","3",,,"TD408","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116394","1600","18",,"1513",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888061532","3",,,"TD409","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061536","3",,,"TD410","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116396","1600","18",,"1514",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116398","1600","18",,"1515",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116400","1600","18",,"1516",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116402","1600","18",,"1517",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116404","1600","18",,"1518",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116406","1600","18",,"1519",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116408","1600","18",,"1520",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116410","1600","18",,"1601",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116412","1600","18",,"1602",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116414","1600","18",,"1603",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116416","1600","18",,"1604",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116418","1600","18",,"1605",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888061540","3",,,"TD411","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061544","3",,,"TD412","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061548","3",,,"TD413","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116420","1600","18",,"1606",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116422","1600","18",,"1609",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116424","1600","18",,"1610",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116426","1600","18",,"1611",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116428","1600","18",,"1612",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116430","1600","18",,"1615",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888061552","3",,,"TD414","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061556","3",,,"TD415","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116432","1600","18",,"1621",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116434","1600","18",,"1701",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116436","1600","18",,"1702",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116438","1600","18",,"1703",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116440","1600","18",,"1704",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116442","1600","18",,"1705",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116444","1600","18",,"1706",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888061560","3",,,"TD416","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061564","3",,,"TD417","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116446","1600","18",,"1709",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116448","1600","18",,"1710",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116450","1600","18",,"1713",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116452","1600","18",,"1714",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116454","1600","18",,"1715",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116456","1600","18",,"1716",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116490","1600","18",,"1821",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116492","1600","18",,"1901",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116494","1600","18",,"1902",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116496","1600","18",,"1903",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116498","1600","18",,"1904",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116500","1600","18",,"1905",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116502","1600","18",,"1906",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116504","1600","18",,"1909",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888061600","3",,,"TD426","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061604","3",,,"TD427","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888053512","102","22",,"305",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053513","102","22",,"306",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053514","102","22",,"307",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053515","102","22",,"308",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053516","102","22",,"309",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053517","102","22",,"401",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053518","102","22",,"402",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888053519","102","22",,"403",,"Church","St","102-22 Church St",,,12/12/2003 0:00:00,"OC",
"888030422","340",,,"B","N","Front","St","340 N Front St",,,12/12/2003 0:00:00,"OC",
"022019320","229",,,"B",,"Fulton","St","229 Fulton St",6/28/1966 0:00:00,,,,
"022019330","229",,,"C",,"Fulton","St","229 Fulton St",6/28/1966 0:00:00,,,,
"022019340","229",,,"D",,"Fulton","St","229 Fulton St",6/28/1966 0:00:00,,,,
"022019350","229",,,"E",,"Fulton","St","229 Fulton St",6/28/1966 0:00:00,,,,
"051217730","417",,,"A",,"Gaskill","St","417 Gaskill St",1/22/1963 0:00:00,,3/10/1999 0:00:00,"SH",
"776171000","5419",,,"0000000",,"Germantown","Ave","5419 Germantown Ave",1/25/1966 0:00:00,,,,
"221207900","6507",,,"0000000",,"Germantown","Ave","6507 Germantown Ave",6/26/1956 0:00:00,,,,
"888100403","1500",,,"3",,"Green","St","1500 Green St",,,10/11/2000 0:00:00,"SG",
"888100404","1500",,,"4",,"Green","St","1500 Green St",,,10/11/2000 0:00:00,"SG",
"888100405","1500",,,"5",,"Green","St","1500 Green St",,,10/11/2000 0:00:00,"SG",
"888100406","1500",,,"6",,"Green","St","1500 Green St",,,10/11/2000 0:00:00,"SG",
"888100407","1500",,,"7",,"Green","St","1500 Green St",,,10/11/2000 0:00:00,"SG",
"888100412","1501",,,"2",,"Green","St","1501 Green St",,,10/11/2000 0:00:00,"SG",
"888100413","1501",,,"3",,"Green","St","1501 Green St",,,10/11/2000 0:00:00,"SG",
"888100414","1501",,,"4",,"Green","St","1501 Green St",,,10/11/2000 0:00:00,"SG",
"888100415","1501",,,"5",,"Green","St","1501 Green St",,,10/11/2000 0:00:00,"SG",
"888100416","1501",,,"6",,"Green","St","1501 Green St",,,10/11/2000 0:00:00,"SG",
"888100417","1501",,,"7",,"Green","St","1501 Green St",,,10/11/2000 0:00:00,"SG",
"888100522","1502","04",,"P2",,"Green","St","1502-04 Green St",,,10/11/2000 0:00:00,"SG",
"888100523","1502","04",,"P3",,"Green","St","1502-04 Green St",,,10/11/2000 0:00:00,"SG",
"888100524","1502","04",,"P4",,"Green","St","1502-04 Green St",,,10/11/2000 0:00:00,"SG",
"888100525","1502","04",,"P5",,"Green","St","1502-04 Green St",,,10/11/2000 0:00:00,"SG",
"888100526","1502","04",,"P6",,"Green","St","1502-04 Green St",,,10/11/2000 0:00:00,"SG",
"888038706","122","30",,"PK3",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038708","122","30",,"PK4",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038710","122","30",,"PK5",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038712","122","30",,"PK6",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038714","122","30",,"PK7",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038716","122","30",,"PK8",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038718","122","30",,"PK9",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038720","122","30",,"PK10",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038722","122","30",,"PK11",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038724","122","30",,"PK12",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038726","122","30",,"PK13",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038728","122","30",,"PK14",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038730","122","30",,"PK15",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888038732","122","30",,"PK16",,"New","St","122-30 New St",,,12/12/2003 0:00:00,"OC",
"888030402","214","18",,"B",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888030404","214","18",,"C",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888030406","214","18",,"D",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888030408","214","18",,"E",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888030412","214","18",,"G",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888030416","214","18",,"I",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888030411","214","18",,"FH",,"New","St","214-18 New St",,,12/12/2003 0:00:00,"OC",
"888056502","315",,,"102",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056504","315",,,"103",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056506","315",,,"104",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056508","315",,,"105",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056510","315",,,"106",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056512","315",,,"107",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056514","315",,,"108",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888056516","315",,,"109",,"New","St","315 New St",,,12/12/2003 0:00:00,"OC",
"888071628","1010",,,"7M",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071630","1010",,,"7N",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071632","1010",,,"8A",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071634","1010",,,"8B",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071636","1010",,,"8C",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071638","1010",,,"8D",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071640","1010",,,"8E",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071642","1010",,,"8F",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071644","1010",,,"8G",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071646","1010",,,"8H",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071648","1010",,,"8I",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071650","1010",,,"8J",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071652","1010",,,"8K",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071654","1010",,,"8L",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888071656","1010",,,"8M",,"Race","St","1010 Race St",2/26/1986 0:00:00,,,,
"888116506","1600","18",,"1910",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116508","1600","18",,"1911",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116510","1600","18",,"1912",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116512","1600","18",,"1915",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116514","1600","18",,"1916",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116516","1600","18",,"1917",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116518","1600","18",,"1918",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116520","1600","18",,"1921",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888061608","3",,,"TD428","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888061612","3",,,"TD429","N","Chris Columbus","Blv","3 N Chris Columbus Blv",,,12/12/2003 0:00:00,"OC",
"888116522","1600","18",,"2001",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116524","1600","18",,"2003",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116526","1600","18",,"2005",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116528","1600","18",,"2006",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116530","1600","18",,"2007",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116532","1600","18",,"2008",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116534","1600","18",,"2009",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
"888116536","1600","18",,"2010",,"Arch","St","1600-18 Arch St",9/7/1978 0:00:00,,,,
